iteration	evaluations	runtime[s]	distance[MIN]
820	20500	1.56	5075.902622837226
821	20525	1.561	5075.902622837226
822	20550	1.563	5075.902622837226
823	20575	1.564	5075.902622837226
824	20600	1.565	5075.902622837226
825	20625	1.566	5075.902622837226
826	20650	1.567	5075.902622837226
827	20675	1.569	5075.902622837226
828	20700	1.57	5037.465323162071
829	20725	1.571	5015.920704953863
830	20750	1.572	5015.920704953863
831	20775	1.573	5015.920704953863
832	20800	1.575	5015.920704953863
833	20825	1.576	5015.920704953863
834	20850	1.577	4958.737032055993
835	20875	1.578	4958.737032055993
836	20900	1.58	4958.737032055993
837	20925	1.581	4958.737032055993
838	20950	1.582	4958.737032055993
839	20975	1.583	4958.737032055993
840	21000	1.584	4958.737032055993
841	21025	1.586	4958.737032055993
842	21050	1.587	4958.737032055993
843	21075	1.588	4958.737032055993
844	21100	1.589	4958.737032055993
845	21125	1.59	4955.940993009328
846	21150	1.592	4955.940993009328
847	21175	1.593	4955.940993009328
848	21200	1.594	4955.940993009328
849	21225	1.595	4955.940993009328
850	21250	1.597	4955.940993009328
851	21275	1.598	4955.940993009328
852	21300	1.599	4955.940993009328
853	21325	1.6	4945.350149908177
854	21350	1.601	4945.350149908177
855	21375	1.603	4945.350149908177
856	21400	1.604	4945.350149908177
857	21425	1.605	4945.350149908177
858	21450	1.606	4945.350149908177
859	21475	1.607	4945.350149908177
860	21500	1.609	4945.350149908177
861	21525	1.61	4945.350149908177
862	21550	1.611	4945.350149908177
863	21575	1.612	4945.350149908177
864	21600	1.614	4945.350149908177
865	21625	1.615	4945.350149908177
866	21650	1.616	4945.350149908177
867	21675	1.617	4945.350149908177
868	21700	1.618	4945.350149908177
869	21725	1.62	4940.441806826866
870	21750	1.621	4940.441806826866
871	21775	1.622	4940.441806826866
872	21800	1.623	4929.003844196336
873	21825	1.625	4929.003844196336
874	21850	1.626	4929.003844196336
875	21875	1.627	4929.003844196336
876	21900	1.628	4929.003844196336
877	21925	1.629	4929.003844196336
878	21950	1.631	4929.003844196336
879	21975	1.632	4929.003844196336
880	22000	1.633	4929.003844196336
881	22025	1.634	4929.003844196336
882	22050	1.636	4916.351624241921
883	22075	1.637	4916.351624241921
884	22100	1.638	4916.351624241921
885	22125	1.639	4916.351624241921
886	22150	1.64	4916.351624241921
887	22175	1.641	4916.351624241921
888	22200	1.643	4916.351624241921
889	22225	1.644	4916.351624241921
890	22250	1.645	4916.351624241921
891	22275	1.646	4910.328263194651
892	22300	1.647	4910.328263194651
893	22325	1.649	4910.328263194651
894	22350	1.65	4910.328263194651
895	22375	1.651	4910.328263194651
896	22400	1.652	4910.328263194651
897	22425	1.653	4910.328263194651
898	22450	1.655	4910.328263194651
899	22475	1.656	4909.32077145369
900	22500	1.657	4904.655967198462
901	22525	1.658	4904.655967198462
902	22550	1.659	4904.655967198462
903	22575	1.661	4898.939737087999
904	22600	1.662	4898.939737087999
905	22625	1.663	4898.939737087999
906	22650	1.664	4898.939737087999
907	22675	1.665	4898.939737087999
908	22700	1.667	4898.939737087999
909	22725	1.668	4898.939737087999
910	22750	1.669	4898.939737087999
911	22775	1.67	4891.5513674538415
912	22800	1.671	4891.5513674538415
913	22825	1.673	4873.44918912117
914	22850	1.674	4873.44918912117
915	22875	1.675	4873.44918912117
916	22900	1.676	4865.857733468318
917	22925	1.677	4865.857733468318
918	22950	1.679	4865.857733468318
919	22975	1.68	4858.759013157261
920	23000	1.681	4857.791862940741
921	23025	1.682	4857.791862940741
922	23050	1.683	4857.791862940741
923	23075	1.685	4857.791862940741
924	23100	1.686	4857.791862940741
925	23125	1.687	4819.559055819409
926	23150	1.688	4819.559055819409
927	23175	1.689	4819.559055819409
928	23200	1.7	4819.559055819409
929	23225	1.702	4819.559055819409
930	23250	1.703	4819.559055819409
931	23275	1.704	4819.559055819409
932	23300	1.705	4819.559055819409
933	23325	1.706	4818.600733449245
934	23350	1.707	4818.600733449245
935	23375	1.708	4818.600733449245
936	23400	1.71	4818.600733449245
937	23425	1.711	4818.600733449245
938	23450	1.712	4818.600733449245
939	23475	1.713	4818.600733449245
940	23500	1.714	4818.600733449245
941	23525	1.715	4808.853415672159
942	23550	1.716	4808.853415672159
943	23575	1.718	4808.853415672159
944	23600	1.719	4808.853415672159
945	23625	1.72	4808.853415672159
946	23650	1.721	4808.853415672159
947	23675	1.722	4808.853415672159
948	23700	1.723	4808.853415672159
949	23725	1.725	4808.853415672159
950	23750	1.726	4808.853415672159
951	23775	1.727	4800.662702535723
952	23800	1.728	4800.662702535723
953	23825	1.73	4800.662702535723
954	23850	1.731	4800.662702535723
955	23875	1.732	4800.662702535723
956	23900	1.733	4800.662702535723
957	23925	1.734	4800.662702535723
958	23950	1.735	4797.023054739172
959	23975	1.736	4768.330021126808
960	24000	1.738	4768.330021126808
961	24025	1.739	4757.954516544622
962	24050	1.74	4757.954516544622
963	24075	1.741	4757.954516544622
964	24100	1.742	4757.954516544622
965	24125	1.744	4757.954516544622
966	24150	1.745	4757.954516544622
967	24175	1.746	4757.954516544622
968	24200	1.747	4757.954516544622
969	24225	1.748	4757.954516544622
970	24250	1.749	4749.636068549258
971	24275	1.751	4749.636068549258
972	24300	1.752	4749.636068549258
973	24325	1.753	4749.636068549258
974	24350	1.754	4749.636068549258
975	24375	1.755	4749.636068549258
976	24400	1.756	4749.636068549258
977	24425	1.758	4749.636068549258
978	24450	1.759	4749.636068549258
979	24475	1.76	4749.636068549258
980	24500	1.761	4749.636068549258
981	24525	1.762	4749.636068549258
982	24550	1.763	4749.636068549258
983	24575	1.765	4749.636068549258
984	24600	1.766	4749.636068549258
985	24625	1.767	4749.636068549258
986	24650	1.768	4749.636068549258
987	24675	1.769	4749.636068549258
988	24700	1.77	4749.636068549258
989	24725	1.771	4749.636068549258
990	24750	1.773	4749.636068549258
991	24775	1.774	4749.636068549258
992	24800	1.775	4749.636068549258
993	24825	1.776	4749.636068549258
994	24850	1.777	4722.752269439865
995	24875	1.778	4722.752269439865
996	24900	1.78	4722.752269439865
997	24925	1.781	4722.752269439865
998	24950	1.782	4722.752269439865
999	24975	1.783	4722.752269439865
1000	25000	1.784	4722.752269439865
